,Week,Year,Gross,Gross_Diff,Pot_Gross,Potential_Gross_Percent,Average_Paid_Ticket,Top_Ticket,Seats_Sold,Total_Seats,Performances,Capacity,Capacity_Diff,Show_Name,,,,
11,9/16/1984,1984,"$168,573 ","($115,401)",$0 ,,$0.00 ,$0.00 ,4802,0,4,0.00%,0.00%,Death Of A Salesman 1984,1984,,,
12,9/23/1984,1984,"$254,872 ","$86,299 ",$0 ,,$0.00 ,$0.00 ,7064,0,6,0.00%,0.00%,Death Of A Salesman 1984,1984,,,
13,9/30/1984,1984,"$262,825 ","$7,953 ",$0 ,,$0.00 ,$0.00 ,7014,0,6,0.00%,0.00%,Death Of A Salesman 1984,1984,,,
14,10/7/1984,1984,"$271,540 ","$8,715 ",$0 ,,$0.00 ,$0.00 ,7201,0,6,0.00%,0.00%,Death Of A Salesman 1984,1984,,,
15,10/14/1984,1984,"$269,525 ","($2,015)",$0 ,,$0.00 ,$0.00 ,7202,0,6,0.00%,0.00%,Death Of A Salesman 1984,1984,,,
16,10/21/1984,1984,"$265,807 ","($3,718)",$0 ,,$0.00 ,$0.00 ,7206,0,6,0.00%,0.00%,Death Of A Salesman 1984,1984,,,
17,10/28/1984,1984,"$268,293 ","$2,486 ",$0 ,,$0.00 ,$0.00 ,7206,0,6,0.00%,0.00%,Death Of A Salesman 1984,1984,,,
18,11/4/1984,1984,"$269,964 ","$1,671 ",$0 ,,$0.00 ,$0.00 ,7202,0,6,0.00%,0.00%,Death Of A Salesman 1984,1984,,,
19,11/11/1984,1984,"$273,753 ","$3,789 ",$0 ,,$0.00 ,$0.00 ,7201,0,6,0.00%,0.00%,Death Of A Salesman 1984,1984,,,
20,11/18/1984,1984,"$277,122 ","$3,369 ",$0 ,,$0.00 ,$0.00 ,7204,0,6,0.00%,0.00%,Death Of A Salesman 1984,1984,,,
7,2/15/1987,1987,"$39,389 ","$39,389 ",$0 ,,$0.00 ,$0.00 ,2884,0,4,0.00%,0.00%,Deathandking's Horseman,1987,,,
8,2/22/1987,1987,"$65,887 ","$26,498 ",$0 ,,$0.00 ,$0.00 ,5605,0,8,0.00%,0.00%,Deathandking's Horseman,1987,,,
9,3/1/1987,1987,"$62,919 ","($2,968)",$0 ,,$0.00 ,$0.00 ,4820,0,8,0.00%,0.00%,Deathandking's Horseman,1987,,,
10,3/8/1987,1987,"$70,075 ","$7,156 ",$0 ,,$0.00 ,$0.00 ,5057,0,8,0.00%,0.00%,Deathandking's Horseman,1987,,,
11,3/15/1987,1987,"$67,994 ","($2,081)",$0 ,,$0.00 ,$0.00 ,4796,0,8,0.00%,0.00%,Deathandking's Horseman,1987,,,
12,3/22/1987,1987,"$77,870 ","$9,876 ",$0 ,,$0.00 ,$0.00 ,5550,0,8,0.00%,0.00%,Deathandking's Horseman,1987,,,
13,3/29/1987,1987,"$90,087 ","$12,217 ",$0 ,,$0.00 ,$0.00 ,5809,0,8,0.00%,0.00%,Deathandking's Horseman,1987,,,
7,1/5/2003,2003,"$203,163 ","($36,463)","$392,065 ",51.82%,$35.56 ,$66.25 ,5714,8752,8,65.30%,-5.70%,Def Poetry Jam,2003,,,
8,1/12/2003,2003,"$153,029 ","($50,134)","$399,477 ",38.31%,$34.11 ,$76.25 ,4487,8752,8,51.30%,-14.00%,Def Poetry Jam,2003,,,
9,1/19/2003,2003,"$143,774 ","($9,255)","$399,477 ",35.99%,$33.30 ,$76.25 ,4317,8752,8,49.30%,-2.00%,Def Poetry Jam,2003,,,
10,1/26/2003,2003,"$117,282 ","($26,492)","$399,477 ",29.36%,$36.63 ,$76.25 ,3202,8752,8,36.60%,-12.70%,Def Poetry Jam,2003,,,
11,2/2/2003,2003,"$106,395 ","($10,887)","$399,477 ",26.63%,$35.01 ,$76.25 ,3039,8752,8,34.70%,-1.90%,Def Poetry Jam,2003,,,
12,2/9/2003,2003,"$94,331 ","($12,064)","$399,477 ",23.61%,$36.62 ,$76.25 ,2576,8752,8,29.40%,-5.30%,Def Poetry Jam,2003,,,
13,2/16/2003,2003,"$191,579 ","$97,248 ","$399,477 ",47.96%,$37.67 ,$76.25 ,5086,8752,8,58.10%,28.70%,Def Poetry Jam,2003,,,
14,2/23/2003,2003,"$115,756 ","($75,823)","$399,477 ",28.98%,$33.56 ,$76.25 ,3449,8752,8,39.40%,-18.70%,Def Poetry Jam,2003,,,
15,3/2/2003,2003,"$123,260 ","$7,504 ","$399,477 ",30.86%,$32.72 ,$76.25 ,3767,8752,8,43.00%,3.60%,Def Poetry Jam,2003,,,
16,3/9/2003,2003,"$129,797 ","$6,537 ","$399,477 ",32.49%,$31.50 ,$76.25 ,4120,8752,8,47.10%,4.10%,Def Poetry Jam,2003,,,
17,3/16/2003,2003,"$99,211 ","($30,586)","$399,477 ",24.84%,$32.67 ,$76.25 ,3037,8752,8,34.70%,-12.40%,Def Poetry Jam,2003,,,
18,3/23/2003,2003,"$105,564 ","$6,353 ","$399,477 ",26.43%,$32.36 ,$76.25 ,3262,8752,8,37.30%,2.60%,Def Poetry Jam,2003,,,
19,3/30/2003,2003,"$108,822 ","$3,258 ","$399,477 ",27.24%,$32.50 ,$76.25 ,3348,8752,8,38.30%,1.00%,Def Poetry Jam,2003,,,
20,4/6/2003,2003,"$79,720 ","($29,102)","$399,477 ",19.96%,$31.70 ,$76.25 ,2515,8752,8,28.70%,-9.60%,Def Poetry Jam,2003,,,
21,4/13/2003,2003,"$94,901 ","$15,181 ","$399,477 ",23.76%,$31.46 ,$76.25 ,3017,8752,8,34.50%,5.80%,Def Poetry Jam,2003,,,
22,4/20/2003,2003,"$103,651 ","$8,750 ","$399,477 ",25.95%,$32.98 ,$76.25 ,3143,8752,8,35.90%,1.40%,Def Poetry Jam,2003,,,
23,4/27/2003,2003,"$95,624 ","($8,027)","$399,477 ",23.94%,$31.72 ,$76.25 ,3015,8752,8,34.40%,-1.50%,Def Poetry Jam,2003,,,
24,5/4/2003,2003,"$100,350 ","$4,726 ","$399,477 ",25.12%,$31.94 ,$76.25 ,3142,8752,8,35.90%,1.50%,Def Poetry Jam,2003,,,
7,1/5/1997,1997,"$218,869 ","$24,521 ",$0 ,,$47.50 ,$48.04 ,4556,4776,8,95.40%,-4.10%,Defending The Caveman,1997,,,
8,2/2/1997,1997,"$111,352 ","($107,517)",$0 ,,$33.43 ,$49.50 ,3331,4686,6,71.10%,-24.30%,Defending The Caveman,1997,,,
9,2/9/1997,1997,"$100,593 ","($10,759)",$0 ,,$31.80 ,$49.50 ,3163,4686,6,67.50%,-3.60%,Defending The Caveman,1997,,,
10,2/16/1997,1997,"$140,917 ","$40,324 ",$0 ,,$35.62 ,$49.50 ,3956,4686,6,84.40%,16.90%,Defending The Caveman,1997,,,
11,2/23/1997,1997,"$117,697 ","($23,220)",$0 ,,$32.92 ,$49.50 ,3575,4650,6,76.90%,-7.50%,Defending The Caveman,1997,,,
12,3/2/1997,1997,"$98,740 ","($18,957)",$0 ,,$34.73 ,$49.50 ,2843,4650,6,61.10%,-15.80%,Defending The Caveman,1997,,,
13,3/9/1997,1997,"$108,512 ","$9,772 ",$0 ,,$35.40 ,$49.50 ,3065,4650,6,65.90%,4.80%,Defending The Caveman,1997,,,
14,3/16/1997,1997,"$99,015 ","($9,497)",$0 ,,$38.50 ,$49.50 ,2572,4650,6,55.30%,-10.60%,Defending The Caveman,1997,,,
15,3/23/1997,1997,"$102,479 ","$3,464 ",$0 ,,$36.67 ,$49.50 ,2795,4650,6,60.10%,4.80%,Defending The Caveman,1997,,,
16,3/30/1997,1997,"$97,651 ","($4,828)",$0 ,,$33.66 ,$49.50 ,2901,4650,6,62.40%,2.30%,Defending The Caveman,1997,,,
17,4/6/1997,1997,"$93,218 ","($4,433)",$0 ,,$36.82 ,$49.50 ,2532,4650,6,54.50%,-7.90%,Defending The Caveman,1997,,,
18,4/13/1997,1997,"$86,706 ","($6,512)",$0 ,,$36.16 ,$49.50 ,2398,4650,6,51.60%,-2.90%,Defending The Caveman,1997,,,
19,4/20/1997,1997,"$94,182 ","$7,476 ",$0 ,,$36.78 ,$49.50 ,2561,4650,6,55.10%,3.50%,Defending The Caveman,1997,,,
20,4/27/1997,1997,"$90,968 ","($3,214)",$0 ,,$35.80 ,$49.50 ,2541,4650,6,54.60%,-0.50%,Defending The Caveman,1997,,,
21,5/4/1997,1997,"$78,736 ","($12,232)",$0 ,,$36.38 ,$49.50 ,2164,4650,6,46.50%,-8.10%,Defending The Caveman,1997,,,
22,5/11/1997,1997,"$72,601 ","($6,135)",$0 ,,$36.63 ,$49.50 ,1982,4650,6,42.60%,-3.90%,Defending The Caveman,1997,,,
23,5/18/1997,1997,"$82,264 ","$9,663 ",$0 ,,$36.92 ,$49.50 ,2228,4650,6,47.90%,5.30%,Defending The Caveman,1997,,,
24,5/25/1997,1997,"$74,261 ","($8,003)",$0 ,,$36.82 ,$49.50 ,2017,4650,6,43.40%,-4.50%,Defending The Caveman,1997,,,
25,6/1/1997,1997,"$62,071 ","($12,190)",$0 ,,$35.67 ,$49.50 ,1740,4650,6,37.40%,-6.00%,Defending The Caveman,1997,,,
26,6/8/1997,1997,"$64,111 ","$2,040 ","$209,667 ",30.58%,$35.05 ,$49.50 ,1829,4650,6,39.30%,1.90%,Defending The Caveman,1997,,,
27,6/15/1997,1997,"$62,341 ","($1,770)","$209,667 ",29.73%,$33.95 ,$49.50 ,1836,4650,6,39.50%,0.20%,Defending The Caveman,1997,,,
28,6/22/1997,1997,"$92,741 ","$30,400 ","$209,667 ",44.23%,$36.17 ,$49.50 ,2564,4650,6,55.10%,15.60%,Defending The Caveman,1997,,,
7,1/2/2005,2005,"$462,857 ","$118,145 ","$742,658 ",62.32%,$70.02 ,$95.00 ,6610,9468,9,69.80%,1.90%,Democracy,2005,,,
8,1/9/2005,2005,"$336,294 ","($126,563)","$660,140 ",50.94%,$61.27 ,$95.00 ,5489,8416,8,65.20%,-4.60%,Democracy,2005,,,
9,1/16/2005,2005,"$361,069 ","$24,775 ","$660,140 ",54.70%,$60.41 ,$95.00 ,5977,8416,8,71.00%,5.80%,Democracy,2005,,,
10,1/23/2005,2005,"$275,617 ","($85,452)","$660,140 ",41.75%,$60.24 ,$95.00 ,4575,8416,8,54.40%,-16.60%,Democracy,2005,,,
11,1/30/2005,2005,"$302,105 ","$26,488 ","$660,140 ",45.76%,$57.09 ,$95.00 ,5292,8416,8,62.90%,8.50%,Democracy,2005,,,
12,2/6/2005,2005,"$253,086 ","($49,019)","$660,140 ",38.34%,$49.61 ,$95.00 ,5102,8416,8,60.60%,-2.30%,Democracy,2005,,,
13,2/13/2005,2005,"$262,845 ","$9,759 ","$660,140 ",39.82%,$51.59 ,$95.00 ,5095,8416,8,60.50%,-0.10%,Democracy,2005,,,
14,2/20/2005,2005,"$327,629 ","$64,784 ","$660,140 ",49.63%,$55.00 ,$95.00 ,5957,8416,8,70.80%,10.30%,Democracy,2005,,,
15,2/27/2005,2005,"$265,515 ","($62,114)","$660,140 ",40.22%,$53.32 ,$95.00 ,4980,8416,8,59.20%,-11.60%,Democracy,2005,,,
16,3/6/2005,2005,"$183,004 ","($82,511)","$660,140 ",27.72%,$51.05 ,$95.00 ,3585,8416,8,42.60%,-16.60%,Democracy,2005,,,
17,3/13/2005,2005,"$155,399 ","($27,605)","$660,140 ",23.54%,$52.16 ,$95.00 ,2979,8416,8,35.40%,-7.20%,Democracy,2005,,,
18,3/20/2005,2005,"$172,945 ","$17,546 ","$660,140 ",26.20%,$51.97 ,$95.00 ,3328,8416,8,39.50%,4.10%,Democracy,2005,,,
19,3/27/2005,2005,"$157,089 ","($15,856)","$660,140 ",23.80%,$47.27 ,$95.00 ,3323,8416,8,39.50%,0.00%,Democracy,2005,,,
20,4/3/2005,2005,"$154,213 ","($2,876)","$660,140 ",23.36%,$48.72 ,$95.00 ,3165,8416,8,37.60%,-1.90%,Democracy,2005,,,
21,4/10/2005,2005,"$144,969 ","($9,244)","$660,140 ",21.96%,$50.13 ,$95.00 ,2892,8416,8,34.40%,-3.20%,Democracy,2005,,,
22,4/17/2005,2005,"$168,615 ","$23,646 ","$660,140 ",25.54%,$40.46 ,$95.00 ,4167,8416,8,49.50%,15.10%,Democracy,2005,,,
7,2/18/2001,2001,"$96,779 ","$96,779 ","$131,229 ",73.75%,$48.15 ,$65.00 ,2010,2220,3,90.50%,0.00%,Design For Living,2001,,,
8,2/25/2001,2001,"$222,101 ","$125,322 ","$349,943 ",63.47%,$46.11 ,$65.00 ,4817,5920,8,81.40%,81.40%,Design For Living,2001,,,
9,3/4/2001,2001,"$246,726 ","$24,625 ","$349,943 ",70.50%,$49.53 ,$65.00 ,4981,5920,8,84.10%,2.70%,Design For Living,2001,,,
10,3/11/2001,2001,"$229,154 ","($17,572)","$349,943 ",65.48%,$47.66 ,$65.00 ,4808,5920,8,81.20%,-2.90%,Design For Living,2001,,,
11,3/18/2001,2001,"$198,383 ","($30,771)","$349,943 ",56.69%,$45.82 ,$65.00 ,4330,5920,8,73.10%,-8.10%,Design For Living,2001,,,
12,3/25/2001,2001,"$243,041 ","$44,658 ","$349,943 ",69.45%,$48.78 ,$65.00 ,4982,5920,8,84.20%,11.10%,Design For Living,2001,,,
13,4/1/2001,2001,"$250,000 ","$6,959 ","$349,943 ",71.44%,$49.47 ,$65.00 ,5054,5920,8,85.40%,1.20%,Design For Living,2001,,,
14,4/8/2001,2001,"$223,241 ","($26,759)","$349,943 ",63.79%,$49.89 ,$65.00 ,4475,5920,8,75.60%,-9.80%,Design For Living,2001,,,
15,4/15/2001,2001,"$241,100 ","$17,859 ","$349,943 ",68.90%,$50.34 ,$65.00 ,4789,5920,8,80.90%,5.30%,Design For Living,2001,,,
16,4/22/2001,2001,"$260,476 ","$19,376 ","$349,943 ",74.43%,$50.46 ,$65.00 ,5162,5920,8,87.20%,6.30%,Design For Living,2001,,,
17,4/29/2001,2001,"$245,779 ","($14,697)","$349,943 ",70.23%,$49.28 ,$65.00 ,4987,5920,8,84.20%,-3.00%,Design For Living,2001,,,
18,5/6/2001,2001,"$262,735 ","$16,956 ","$349,943 ",75.08%,$50.31 ,$65.00 ,5222,5920,8,88.20%,4.00%,Design For Living,2001,,,
19,5/13/2001,2001,"$264,694 ","$1,959 ","$349,943 ",75.64%,$53.06 ,$65.00 ,4989,5920,8,84.30%,-3.90%,Design For Living,2001,,,
7,1/6/1985,1985,"$19,208 ","($27,232)",$0 ,,$0.00 ,$0.00 ,1155,0,8,0.00%,0.00%,Design For Living 1985,1985,,,
8,1/13/1985,1985,"$18,403 ",($805),$0 ,,$0.00 ,$0.00 ,1594,0,8,0.00%,0.00%,Design For Living 1985,1985,,,
9,1/20/1985,1985,"$17,056 ","($1,347)",$0 ,,$0.00 ,$0.00 ,1603,0,8,0.00%,0.00%,Design For Living 1985,1985,,,
7,4/19/2009,2009,"$199,120 ","$199,120 ","$1,070,492 ",18.60%,$48.25 ,$252.00 ,4127,11224,8,36.80%,0.00%,Desire Under The Elms,2009,,,
8,4/26/2009,2009,"$190,498 ","($8,622)","$1,070,492 ",17.80%,$46.45 ,$252.00 ,4101,11224,8,36.50%,36.50%,Desire Under The Elms,2009,,,
9,5/3/2009,2009,"$203,745 ","$13,247 ","$1,070,492 ",19.03%,$48.19 ,$252.00 ,4228,11224,8,37.70%,1.20%,Desire Under The Elms,2009,,,
10,5/10/2009,2009,"$192,262 ","($11,483)","$1,070,492 ",17.96%,$56.30 ,$252.00 ,3415,11224,8,30.40%,-7.30%,Desire Under The Elms,2009,,,
11,5/17/2009,2009,"$249,755 ","$57,493 ","$1,070,492 ",23.33%,$57.24 ,$252.00 ,4363,11224,8,38.90%,8.50%,Desire Under The Elms,2009,,,
12,5/24/2009,2009,"$346,570 ","$96,815 ","$1,070,492 ",32.37%,$56.23 ,$252.00 ,6163,11224,8,54.90%,16.00%,Desire Under The Elms,2009,,,
7,4/15/2007,2007,"$145,912 ","$145,912 ","$341,245 ",42.76%,$51.94 ,$251.25 ,2809,4036,4,69.60%,0.00%,Deuce,2007,,,
8,4/22/2007,2007,"$401,553 ","$255,641 ","$682,491 ",58.84%,$64.35 ,$251.25 ,6240,8072,8,77.30%,77.30%,Deuce,2007,,,
9,4/29/2007,2007,"$424,075 ","$22,522 ","$682,491 ",62.14%,$68.12 ,$251.25 ,6225,8072,8,77.10%,-0.20%,Deuce,2007,,,
10,5/6/2007,2007,"$397,045 ","($27,030)","$682,491 ",58.18%,$65.36 ,$251.25 ,6075,8072,8,75.30%,-1.80%,Deuce,2007,,,
11,5/13/2007,2007,"$426,532 ","$29,487 ","$682,491 ",62.50%,$70.96 ,$251.25 ,6011,8072,8,74.50%,-0.80%,Deuce,2007,,,
12,5/20/2007,2007,"$447,039 ","$20,507 ","$682,491 ",65.50%,$70.20 ,$251.25 ,6368,8072,8,78.90%,4.40%,Deuce,2007,,,
13,5/27/2007,2007,"$384,772 ","($62,267)","$682,491 ",56.38%,$67.31 ,$251.25 ,5716,8072,8,70.80%,-8.10%,Deuce,2007,,,
14,6/3/2007,2007,"$306,259 ","($78,513)","$682,491 ",44.87%,$64.33 ,$251.25 ,4761,8072,8,59.00%,-11.80%,Deuce,2007,,,
15,6/10/2007,2007,"$331,314 ","$25,055 ","$682,491 ",48.54%,$67.38 ,$251.25 ,4917,8072,8,60.90%,1.90%,Deuce,2007,,,
16,6/17/2007,2007,"$304,830 ","($26,484)","$682,491 ",44.66%,$65.97 ,$251.25 ,4621,8072,8,57.20%,-3.70%,Deuce,2007,,,
17,6/24/2007,2007,"$285,729 ","($19,101)","$682,491 ",41.87%,$62.70 ,$251.25 ,4557,8072,8,56.50%,-0.70%,Deuce,2007,,,
18,7/1/2007,2007,"$233,648 ","($52,081)","$682,491 ",34.23%,$58.87 ,$251.25 ,3969,8072,8,49.20%,-7.30%,Deuce,2007,,,
19,7/8/2007,2007,"$185,260 ","($48,388)","$682,491 ",27.14%,$51.72 ,$251.25 ,3582,8072,8,44.40%,-4.80%,Deuce,2007,,,
20,7/15/2007,2007,"$193,561 ","$8,301 ","$682,491 ",28.36%,$55.40 ,$251.25 ,3494,8072,8,43.30%,-1.10%,Deuce,2007,,,
21,7/22/2007,2007,"$178,253 ","($15,308)","$682,491 ",26.12%,$52.26 ,$251.25 ,3411,8072,8,42.30%,-1.00%,Deuce,2007,,,
22,7/29/2007,2007,"$165,085 ","($13,168)","$682,491 ",24.19%,$50.84 ,$251.25 ,3247,8072,8,40.20%,-2.10%,Deuce,2007,,,
23,8/5/2007,2007,"$180,315 ","$15,230 ","$682,491 ",26.42%,$51.34 ,$251.25 ,3512,8072,8,43.50%,3.30%,Deuce,2007,,,
24,8/12/2007,2007,"$168,945 ","($11,370)","$682,491 ",24.75%,$49.98 ,$251.25 ,3380,8072,8,41.90%,-1.60%,Deuce,2007,,,
25,8/19/2007,2007,"$201,612 ","$32,667 ","$682,491 ",29.54%,$50.40 ,$251.25 ,4000,8072,8,49.60%,7.70%,Deuce,2007,,,
7,1/5/2003,2003,"$311,409 ","$24,967 ","$593,760 ",52.45%,$46.66 ,$70.00 ,6674,8712,8,76.60%,10.10%,Dinner At Eight,2003,,,
8,1/12/2003,2003,"$336,054 ","$24,645 ","$593,760 ",56.60%,$44.03 ,$70.00 ,7633,8712,8,87.60%,11.00%,Dinner At Eight,2003,,,
9,1/19/2003,2003,"$339,177 ","$3,123 ","$593,760 ",57.12%,$44.85 ,$70.00 ,7562,8712,8,86.80%,-0.80%,Dinner At Eight,2003,,,
10,1/26/2003,2003,"$365,765 ","$26,588 ","$593,760 ",61.60%,$46.04 ,$70.00 ,7945,8712,8,91.20%,4.40%,Dinner At Eight,2003,,,
7,1/7/2001,2001,"$124,910 ","($44,303)","$282,720 ",44.18%,$39.65 ,$65.00 ,3150,4712,8,66.90%,3.50%,Dirty Blonde,2001,,,
8,1/14/2001,2001,"$123,128 ","($1,782)","$282,720 ",43.55%,$42.89 ,$65.00 ,2871,4712,8,60.90%,-6.00%,Dirty Blonde,2001,,,
9,1/21/2001,2001,"$102,170 ","($20,958)","$282,720 ",36.14%,$48.31 ,$65.00 ,2115,4712,8,44.90%,-16.00%,Dirty Blonde,2001,,,
10,1/28/2001,2001,"$111,465 ","$9,295 ","$282,720 ",39.43%,$46.21 ,$65.00 ,2412,4712,8,51.20%,6.30%,Dirty Blonde,2001,,,
11,2/4/2001,2001,"$108,856 ","($2,609)","$282,720 ",38.50%,$46.76 ,$65.00 ,2328,4712,8,49.40%,-1.80%,Dirty Blonde,2001,,,
12,2/11/2001,2001,"$122,995 ","$14,139 ","$282,720 ",43.50%,$44.53 ,$65.00 ,2762,4712,8,58.60%,9.20%,Dirty Blonde,2001,,,
13,2/18/2001,2001,"$147,271 ","$24,276 ","$282,720 ",52.09%,$45.27 ,$65.00 ,3253,4712,8,69.00%,10.40%,Dirty Blonde,2001,,,
14,2/25/2001,2001,"$150,288 ","$3,017 ","$282,720 ",53.16%,$40.23 ,$65.00 ,3736,4712,8,79.30%,10.30%,Dirty Blonde,2001,,,
15,3/4/2001,2001,"$135,727 ","($14,561)","$282,720 ",48.01%,$39.97 ,$65.00 ,3396,4712,8,72.10%,-7.20%,Dirty Blonde,2001,,,
7,1/1/2006,2006,"$1,148,525 ","$509,498 ","$1,172,401 ",97.96%,$93.23 ,$251.25 ,12319,12915,9,95.40%,14.20%,Dirty Rotten Scoundrels,2006,,,
8,1/8/2006,2006,"$826,304 ","($322,221)","$946,981 ",87.26%,$79.25 ,$251.25 ,10427,11480,8,90.80%,-4.60%,Dirty Rotten Scoundrels,2006,,,
9,1/15/2006,2006,"$899,115 ","$72,811 ","$946,981 ",94.95%,$81.40 ,$251.25 ,11045,11480,8,96.20%,5.40%,Dirty Rotten Scoundrels,2006,,,
10,1/23/2006,2006,"$578,270 ","($320,845)","$946,981 ",61.06%,$74.17 ,$251.25 ,7797,11480,8,67.90%,-28.30%,Dirty Rotten Scoundrels,2006,,,
11,1/29/2006,2006,"$602,693 ","$24,423 ","$946,981 ",63.64%,$67.25 ,$251.25 ,8962,11480,8,78.10%,10.20%,Dirty Rotten Scoundrels,2006,,,
12,2/5/2006,2006,"$562,212 ","($40,481)","$946,981 ",59.37%,$62.42 ,$251.25 ,9007,11480,8,78.50%,0.40%,Dirty Rotten Scoundrels,2006,,,
13,2/12/2006,2006,"$562,658 ",$446 ,"$946,981 ",59.42%,$63.88 ,$251.25 ,8808,11480,8,76.70%,-1.80%,Dirty Rotten Scoundrels,2006,,,
14,2/19/2006,2006,"$675,375 ","$112,717 ","$946,981 ",71.32%,$70.91 ,$251.25 ,9525,11480,8,83.00%,6.30%,Dirty Rotten Scoundrels,2006,,,
15,2/26/2006,2006,"$692,058 ","$16,683 ","$946,981 ",73.08%,$64.88 ,$251.25 ,10667,11480,8,92.90%,9.90%,Dirty Rotten Scoundrels,2006,,,
16,3/5/2006,2006,"$526,099 ","($165,959)","$946,981 ",55.56%,$65.17 ,$251.25 ,8073,11480,8,70.30%,-22.60%,Dirty Rotten Scoundrels,2006,,,
17,3/12/2006,2006,"$605,988 ","$79,889 ","$946,981 ",63.99%,$68.13 ,$251.25 ,8895,11480,8,77.50%,7.20%,Dirty Rotten Scoundrels,2006,,,
18,3/19/2006,2006,"$751,516 ","$145,528 ","$946,981 ",79.36%,$69.35 ,$251.25 ,10837,11480,8,94.40%,16.90%,Dirty Rotten Scoundrels,2006,,,
19,3/26/2006,2006,"$716,858 ","($34,658)","$946,981 ",75.70%,$71.27 ,$251.25 ,10059,11480,8,87.60%,-6.80%,Dirty Rotten Scoundrels,2006,,,
20,4/2/2006,2006,"$631,700 ","($85,158)","$946,981 ",66.71%,$68.37 ,$251.25 ,9239,11480,8,80.50%,-7.10%,Dirty Rotten Scoundrels,2006,,,
21,4/9/2006,2006,"$618,255 ","($13,445)","$946,981 ",65.29%,$69.85 ,$251.25 ,8851,11480,8,77.10%,-3.40%,Dirty Rotten Scoundrels,2006,,,
22,4/17/2006,2006,"$696,391 ","$78,136 ","$946,981 ",73.54%,$68.84 ,$251.25 ,10116,11480,8,88.10%,11.00%,Dirty Rotten Scoundrels,2006,,,
23,4/23/2006,2006,"$714,200 ","$17,809 ","$946,981 ",75.42%,$71.57 ,$251.25 ,9979,11480,8,86.90%,-1.20%,Dirty Rotten Scoundrels,2006,,,
24,4/30/2006,2006,"$608,277 ","($105,923)","$946,981 ",64.23%,$68.90 ,$251.25 ,8828,11480,8,76.90%,-10.00%,Dirty Rotten Scoundrels,2006,,,
25,5/7/2006,2006,"$594,420 ","($13,857)","$946,981 ",62.77%,$71.83 ,$251.25 ,8275,11480,8,72.10%,-4.80%,Dirty Rotten Scoundrels,2006,,,
26,5/14/2006,2006,"$557,863 ","($36,557)","$946,981 ",58.91%,$68.13 ,$251.25 ,8188,11480,8,71.30%,-0.80%,Dirty Rotten Scoundrels,2006,,,
27,5/21/2006,2006,"$586,064 ","$28,201 ","$946,981 ",61.89%,$70.70 ,$251.25 ,8289,11480,8,72.20%,0.90%,Dirty Rotten Scoundrels,2006,,,
28,5/28/2006,2006,"$567,791 ","($18,273)","$946,981 ",59.96%,$69.28 ,$251.25 ,8196,11480,8,71.40%,-0.80%,Dirty Rotten Scoundrels,2006,,,
29,6/4/2006,2006,"$492,306 ","($75,485)","$946,981 ",51.99%,$69.79 ,$251.25 ,7054,11480,8,61.40%,-10.00%,Dirty Rotten Scoundrels,2006,,,
30,6/11/2006,2006,"$627,061 ","$134,755 ","$946,981 ",66.22%,$68.14 ,$251.25 ,9203,11480,8,80.20%,18.80%,Dirty Rotten Scoundrels,2006,,,
31,6/18/2006,2006,"$619,993 ","($7,068)","$946,981 ",65.47%,$64.30 ,$251.25 ,9642,11480,8,84.00%,3.80%,Dirty Rotten Scoundrels,2006,,,
32,6/25/2006,2006,"$680,682 ","$60,689 ","$946,981 ",71.88%,$65.36 ,$251.25 ,10414,11480,8,90.70%,6.70%,Dirty Rotten Scoundrels,2006,,,
33,7/2/2006,2006,"$603,201 ","($77,481)","$946,981 ",63.70%,$60.08 ,$251.25 ,10040,11480,8,87.50%,-3.20%,Dirty Rotten Scoundrels,2006,,,
34,7/9/2006,2006,"$575,272 ","($27,929)","$946,981 ",60.75%,$59.78 ,$251.25 ,9623,11480,8,83.80%,-3.70%,Dirty Rotten Scoundrels,2006,,,
35,7/16/2006,2006,"$682,455 ","$107,183 ","$946,981 ",72.07%,$65.84 ,$251.25 ,10365,11480,8,90.30%,6.50%,Dirty Rotten Scoundrels,2006,,,
36,7/23/2006,2006,"$551,661 ","($130,794)","$946,981 ",58.25%,$63.11 ,$251.25 ,8741,11480,8,76.10%,-14.20%,Dirty Rotten Scoundrels,2006,,,
37,7/30/2006,2006,"$553,144 ","$1,483 ","$946,981 ",58.41%,$58.71 ,$251.25 ,9421,11480,8,82.10%,6.00%,Dirty Rotten Scoundrels,2006,,,
38,8/6/2006,2006,"$444,978 ","($108,166)","$946,981 ",46.99%,$62.20 ,$251.25 ,7154,11480,8,62.30%,-19.80%,Dirty Rotten Scoundrels,2006,,,
39,8/13/2006,2006,"$504,154 ","$59,176 ","$946,981 ",53.24%,$62.06 ,$251.25 ,8123,11480,8,70.80%,8.50%,Dirty Rotten Scoundrels,2006,,,
40,8/20/2006,2006,"$444,661 ","($59,493)","$946,981 ",46.96%,$59.53 ,$251.25 ,7470,11480,8,65.10%,-5.70%,Dirty Rotten Scoundrels,2006,,,
41,8/27/2006,2006,"$464,348 ","$19,687 ","$946,981 ",49.03%,$58.34 ,$251.25 ,7959,11480,8,69.30%,4.20%,Dirty Rotten Scoundrels,2006,,,
42,9/3/2006,2006,"$569,417 ","$105,069 ","$946,981 ",60.13%,$61.54 ,$251.25 ,9253,11480,8,80.60%,11.30%,Dirty Rotten Scoundrels,2006,,,
